﻿﻿﻿﻿﻿﻿﻿﻿Company_Names,Company_website,Company_PR_Website
"Otonomy, Inc.",http://www.otonomy.com/,http://investors.otonomy.com/phoenix.zhtml?c=234082&p=irol-news&nyo=0
"Ovid Therapeutics, Inc.",http://www.ovidrx.com/,http://www.ovidrx.com/investors-media/
Oxalys Pharmaceuticals,http://oxalys.ca/,
Oxford BioMedica plc,http://www.oxfordbiomedica.co.uk/,http://www.oxfordbiomedica.co.uk/press-releases/
OxThera AB,http://www.oxthera.com/,http://www.oxthera.com/news/
"Pacira Pharmaceuticals, Inc.",http://www.pacira.com/,http://www.pacira.com/news-events.php
"Pain Therapeutics, Inc.",http://paintrials.com/,http://investor.paintrials.com/releases.cfm
"Palatin Technologies, Inc.",http://www.palatin.com/,http://www.palatin.com/investors/press-releases/
"Palau Pharma, S.A.",none,
Panacos Pharmaceuticals,none,
"Panmira Pharmaceuticals, LLC.",http://www.panmira.com/,
Pantarhei Bioscience B.V.,http://www.pantarheibio.com/,
"ParaPRO, LLC",http://parapro.com/,http://parapro.com/default.aspx
"Paratek Pharmaceuticals, Inc.",http://paratekpharma.com/,http://investor.paratekpharma.com/phoenix.zhtml?c=253770&p=irol-news&nyo=0
"Parion Sciences, Inc.",http://www.parion.com/,https://www.parion.com/news-and-events/
Patara Pharma,http://patarapharma.com/,http://patarapharma.com/category/news/
Pathway Therapeutics Ltd.,http://www.pathwaytx.com/,
Patrys Limited,http://www.patrys.com/,http://www.patrys.com/
PCI Biotech AS,http://pcibiotech.no/,http://paxvax.com/about/news/press-releases
"Pelican Therapeutics, Inc.",http://pelicantherapeutics.com/,http://pelicantherapeutics.com/pressreleases.php
Pepgen Corporation,none,
"Peregrine Pharmaceuticals, Inc.",http://www.peregrineinc.com/,http://ir.peregrineinc.com/releases.cfm
Perosphere Inc.,http://perosphere.com/,http://perosphere.com/content/media/index.htm
Perrigo Company PLC,http://www.perrigo.com/,http://perrigo.investorroom.com/press-releases
Pevion Biotech Ltd.,none,
Pfenex Inc.,http://www.pfenex.com/,http://pfenex.investorroom.com/news-releases
Pfizer Inc.,http://www.pfizer.com/,http://www.pfizer.com/news/press-release
Pharma Two B Ltd.,http://www.pharma2b.com/,
PharmAbcine,http://www.pharmabcine.com/,http://www.pharmabcine.com/news/rcat_l.php
PharmaEssentia Corporation,http://www.pharmaessentia.com/,http://www.pharmaessentia.com/english/news.html
Pharmalink AB,http://www.pharmalink.se/,http://www.pharmalink.se/news-events/pressreleases-2/
PharmaMar,https://www.pharmamar.com/,https://www.pharmamar.com/newsroom/press-releases/
PharmaNeuroBoost NV,none,
Pharmaxis Ltd,http://www.pharmaxis.com.au/,http://www.pharmaxis.com.au/investor-centre/news/
Pharmos Corporation,http://pharmoscorp.com/,
Pharnext SAS,https://pharnext.com/fr/,
"PhaseBio Pharmaceuticals, Inc.",http://phasebio.com/,http://www.phasebio.com/news/
"Pherin Pharmaceuticals, Inc.",http://www.pherin.com/,http://www.pherin.com/index.html
Phico Therapeutics Ltd.,http://www.phicotx.co.uk/,http://www.phicotx.co.uk/#media-and-investors
Philogen S.p.A.,http://www.philogen.com/en/,http://www.philogen.com/en/news/
Photocure ASA,https://www.photocure.com/,https://www.photocure.com/PressMedia/News/
Phynova Group Ltd.,https://www.phynova.com/,
PhytoHealth Corporation,http://www.phytohealth.com.tw/en,http://www.phytohealth.com.tw/en/news/list/1
Pieris AG,http://www.pieris.com/,http://www.pieris.com/news-and-events/press-releases
"Pinnacle Biologics, Inc.",http://pinnaclebiologics.com/,http://pinnaclebiologics.com/news-events-2/
Piqur Therapeutics AG,https://www.piqur.com/,https://www.piqur.com/media/#news
Pivot Pharmaceuticals Inc.,http://pivotpharma.com/,http://pivotpharma.com/news/
"Pivotal Therapeutics, Inc.",http://www.pivotaltherapeutics.us/,http://www.newswire.ca/news-releases/news-releases-list/
PledPharma AB,http://pledpharma.se/?lang=en,http://pledpharma.se/investor-relations-en/press-en/news/?lang=en
Plethora Solutions Holdings plc,http://www.plethorasolutions.co.uk/,
Plexcera Therapeutics LLC,http://www.plexera.com/,http://www.plexera.com/News/index.php
Pliant Therapeutics,http://pliantrx.com/,http://pliantrx.com/news/
Polaris Group,http://www.polaris-group.com/,http://www.polaris-group.com/news.asp
Polyphor Ltd,http://polyphor.com/,http://www.polyphor.com/news/press-releases
"Portola Pharmaceuticals, Inc.",https://www.portola.com/,http://investors.portola.com/phoenix.zhtml?c=198136&p=irol-newsroom&nyo=0
Potenza Therapeutics,http://www.potenzatherapeutics.com/,http://potenzatherapeutics.com/news/index.php
Poxel SA,http://www.poxel.com/,http://www.poxel.com/news-events/press-releases.php
"Pragma Pharmaceuticals, LLC",none,
Prana Biotechnology,http://pranabio.com/,http://pranabio.com/news#.WKNIN6Ym5tQ
"Precision Biologics, Inc.",http://precision-biologics.com/,http://precision-biologics.com/category/news/
"Premier Biomedical, Inc.",http://www.premierbiomedical.com/,http://www.premierbiomedical.com/newsroom/
"PreScience Labs, LLC",http://presciencelabs.com/,http://presciencelabs.com/prescience-labs-investors/press.php
"Presidio Pharmaceuticals, Inc.",http://www.presidiopharma.com/,https://presidiopharma.wordpress.com/news-2/
Prexton Therapeutics,http://www.prextontherapeutics.com/,http://www.prextontherapeutics.com/news/press_releases.html
Prima BioMed Ltd.,http://www.primabiomed.com.au/,http://www.primabiomed.com.au/investor/press_releases_archiv.php
"Principia Biopharma, Inc.",http://www.principiabio.com/,http://www.principiabio.com/news/
Proacta Inc.,none,
Probiodrug AG,http://www.probiodrug.de/,http://www.probiodrug.de/category/news-and-events/
"Progenics Pharmaceuticals, Inc.",http://www.progenics.com/,http://ir.progenics.com/releases.cfm
"Prolexys Pharmaceuticals, Inc.",none,
"Promedior, Inc.",http://www.promedior.com/,https://www.promedior.com/news/releases.html
Promethera Biosciences,http://www.promethera.com/,http://www.promethera.com/en/news-and-publications/21/2
ProMetic Life Sciences Inc.,http://www.prometic.com/,http://www.prometic.com/news/press-releases/
ProQR Therapeutics N.V.,http://www.proqr.com/,http://www.ir.proqr.com/phoenix.zhtml?c=253704&p=irol-news&nyo=0
"Protagonist Therapeutics, Inc.",http://protagonist-inc.com/,http://investors.protagonist-inc.com/phoenix.zhtml?c=254413&p=irol-news&nyo=0
"Protalex, Inc.",http://www.protalex.com/,http://www.protalex.com/news/press-releases
"Protalix BioTherapeutics, Inc.",http://protalix.com/,http://phx.corporate-ir.net/phoenix.zhtml?c=101161&p=irol-news&nyo=0
Protein Sciences Corporation,http://www.proteinsciences.com/,http://www.proteinsciences.com/Pub.htm
"Proteon Therapeutics, Inc",http://www.proteontherapeutics.com/,http://ir.proteontherapeutics.com/phoenix.zhtml?c=253625&p=irol-news&nyo=0
Proveca Ltd.,https://www.proveca.co.uk/,https://www.proveca.co.uk/news
"PsiOxus Therapeutics, Ltd.",http://psioxus.com/,http://psioxus.com/news/
pSivida Corporation,http://www.psivida.com/,http://psdv.client.shareholder.com/releases.cfm
"PTC Therapeutics, Inc.",http://www.ptcbio.com/,http://ir.ptcbio.com/releases.cfm
Pulmagen Therapeutics LLP,http://pulmagen.com/,http://www.pulmagen.com/press.html
"Pulmatrix, Inc.",http://pulmatrix.com/index.php,http://ir.pulmatrix.com/news-releases
"Puma Biotechnology, Inc.",http://www.pumabiotechnology.com/,http://investor.pumabiotechnology.com/press-releases
Purdue Pharma LP,http://www.purduepharma.com/,http://news.purduepharma.com/
"Q Therapeutics, Inc.",http://www.qthera.com/,http://www.qthera.com/live/Investors/News-Events/Company-News.aspx
"QLT, Inc.",http://www.novelion.com/,http://ir.novelion.com/releases.cfm
"QR Pharma, Inc.",http://qrpharma.com/,http://qrpharma.com/press-room/
QRxPharma Limited,http://www.qrxpharma.com/,http://www.qrxpharma.com/irm/content/asx-announcements.aspx?RID=8&RedirectCount=1
Quantum Genomics Corp.,http://www.quantum-genomics.com/www/en/,http://www.quantum-genomics.com/www/en/press-releases/
"Quark Pharmaceuticals, Inc.",http://quarkpharma.com/,http://quarkpharma.com/?page_id=11674
QuatRx Pharmaceuticals Co.,http://www.quatrx.com/,
Quest PharmaTech Inc.,http://www.questpharmatech.com/,http://www.questpharmatech.com/news/
"Qurient Co., Ltd.",http://www.qurient.com/,
"Ra Pharmaceuticals, Inc.",http://rapharma.com/,http://ir.rapharma.com/phoenix.zhtml?c=254447&p=irol-news&nyo=0
"Radius Health, Inc.",http://radiuspharm.com/,http://investors.radiuspharm.com/releases.cfm
RDD Pharma Ltd,http://rddpharma.com/,
"Reata Pharmaceuticals, Inc.",https://reatapharma.com/,http://investors.reatapharma.com/phoenix.zhtml?c=254306&p=irol-news&nyo=0
"Rebiotix, Inc.",http://www.rebiotix.com/,http://www.rebiotix.com/news-media/press-releases/
"Recro Pharma, Inc.",http://www.recropharma.com/,http://ir.recropharma.com/press-releases
RedHill Biopharma Ltd.,http://www.redhillbio.com/,http://www.redhillbio.com/news-2017
"Regen BioPharma, Inc.",http://www.regenbiopharmainc.com/,http://www.regenbiopharmainc.com/company-news.html
Regenera Pharma Ltd.,http://regenerapharma.com/?pname=contact&lng=heb,
"Regeneron Pharmaceuticals, Inc.",https://regeneron.com/,http://newsroom.regeneron.com/releases.cfm?view=all
"RegeneRx Biopharmaceuticals, Inc.",http://www.regenerx.com/,http://www.regenerx.com/news-releases
"Regenicin, Inc.",http://www.regenicin.com/,http://www.regenicin.com/Investor-Relations/releases/index.html
"ReGenTree, LLC",http://www.regentreellc.com/,http://www.regentreellc.com/?c=news
Regulus Therapeutics Inc.,http://regulusrx.com/,http://ir.regulusrx.com/releases.cfm
"Relypsa, Inc.",http://www.relypsa.com/,http://www.relypsa.com/newsroom/press-releases/
Renova Therapeutics Inc.,http://renovatherapeutics.com/,http://renovatherapeutics.com/media/
RepliCel Life Sciences Inc.,http://replicel.com/,http://replicel.com/investors/news-releases/
"Repros Therapeutics, Inc.",http://reprosrx.com/,http://ir.reprosrx.com/releases.cfm
Resolve Therapeutics,http://resolvebio.com/,http://www.resolvebio.com/news/index.php
"Resolvyx Pharmaceuticals, Inc.",http://resolvyx.com/,
Resverlogix Corporation,http://www.resverlogix.com/,http://www.resverlogix.com/media/news-releases.html#.WKNTE6Ym5tQ
"Retrophin, Inc.",http://www.retrophin.com/,http://ir.retrophin.com/releases.cfm
"RetroSense Therapeutics, LLC",http://retrosense.com/,http://retrosense.com/news.html
"Retrotope, Inc.",https://www.retrotope.com/,https://www.retrotope.com/news
Revalesio Corporation,http://revalesio.com/,http://revalesio.com/category/press-release
"Revance Therapeutics, Inc.",http://www.revance.com/,http://investors.revance.com/releases.cfm
ReveraGen BioPharma,http://www.reveragen.com/,http://www.reveragen.com/news/
ReViral,http://www.reviral.co.uk/,http://www.reviral.co.uk/latest-news/
"Reviva Pharmaceuticals, Inc.",http://revivapharma.com/,http://revivapharma.com/news/
Revive Therapeutics Ltd.,http://www.revivethera.com/,http://www.revivethera.com/
Revotar Biopharmaceuticals AG,none,
"Rexahn Pharmaceuticals, Inc.",http://www.rexahn.com/cms/,http://investors.rexahn.com/releases.cfm
"Rgenix, Inc.",http://rgenix.com/,http://rgenix.com/news
Rhizen Pharmaceuticals SA,http://www.rhizen.com/,http://www.rhizen.com/news-presentation.html
Rhodes Pharmaceuticals L.P.,http://www.rhodespharma.com/,http://www.rhodespharma.com/in-the-news/
"Rhythm Pharmaceuticals, Inc.",http://www.rhythmtx.com/,http://www.rhythmtx.com/news-resources/press-releases/
"Rich Pharmaceuticals, Inc.",http://www.richpharmaceuticals.com/,http://www.richpharmaceuticals.com/category/news/
"Rigel Pharmaceuticals, Inc.",http://www.rigel.com/,http://investor.arraybiopharma.com/phoenix.zhtml?c=123810&p=irol-news&nyo=0
Rigontec GmbH,http://rigontec.com/,http://rigontec.com/category/press-releases/
"Ritter Pharmaceuticals, Inc.",http://www.ritterpharmaceuticals.com/,http://www.ritterpharmaceuticals.com/news/press-releases
River Vision Development Corp.,none,
Roivant Sciences Ltd,http://roivant.com/,http://roivant.com/#news
Royalty Pharma AG,http://www.royaltypharma.com/,http://www.royaltypharma.com/press-releases/
RSV Corporation,http://rsvbuilding.com/,
Rugen Therapeutics,none,
RXi Pharmaceuticals Corp.,http://www.rxipharma.com/,http://investors.rxipharma.com/News
S.L.A. Pharma AG,http://www.slapharma.com/,
"S1 Biopharma, Inc.",http://s1biopharma.com/,http://s1biopharma.com/newsroom
SAGE Therapeutics,http://www.sagerx.com/,http://investor.sagerx.com/releases.cfm
"Salient Pharmaceuticals, Inc.",none,
"Samumed, LLC",https://www.samumed.com/,https://www.samumed.com/media/default.aspx
Sanaria Inc.,http://www.sanaria.com/,http://www.sanaria.com/index.php?s=49
"Sancilio & Company, Inc.",http://www.sancilio.com/,http://www.sancilio.com/press-releases/
Sanford-Burnham Medical Research Institute,http://www.sbpdiscovery.org/,http://www.sbpdiscovery.org/news/press-releases
"Sangamo Biosciences, Inc.",http://www.sangamo.com/,http://investor.sangamo.com/press-releases
Sangart Inc.,http://www.sangart.com/,
Saniona,http://saniona.com/,http://saniona.com/news/
Sanofi,http://en.sanofi.com/,http://mediaroom.sanofi.com/press-releases/
"Santen Pharmaceutical Co., Ltd.",http://www.santen.com/en/,http://www.santen.com/en/news/2017.jsp
Santhera Pharmaceuticals,http://www.santhera.com/,http://www.santhera.com/investors-and-media/news-and-media-center/press-releases
"Sanwa Kagaku Kenkyusho Co., Ltd.",http://www.skk-net.com/en/,
"Sarepta Therapeutics, Inc.",http://www.sarepta.com/,http://investorrelations.sarepta.com/phoenix.zhtml?c=64231&p=irol-media
"Satiogen Pharmaceuticals, Inc.",http://www.satiogen.com/,
"Satori Pharmaceuticals, Inc.",none,
Savara Pharmaceuticals,http://savarapharma.com/,http://savarapharma.com/news/
Scancell Limited,http://www.scancell.co.uk/,http://www.scancell.co.uk/news/latest-news
"SciClone Pharmaceuticals, Inc.",http://www.sciclone.com/,http://investor.sciclone.com/releases.cfm
"Scynexis, Inc.",http://scynexis.com/,http://ir.scynexis.com/releases.cfm?view=all
"Seattle Genetics, Inc.",http://www.seattlegenetics.com/,http://investor.seattlegenetics.com/phoenix.zhtml?c=124860&p=irol-news&nyo=0
"Selecta Biosciences, Inc.",http://selectabio.com/,http://ir.selectabio.com/phoenix.zhtml?c=254381&p=irol-news&nyo=0%20
Selexys Pharmaceuticals Corporation,https://www.novartis.com/,https://www.novartis.com/news/news-archive
"Selten Pharma, Inc.",http://www.seltenpharma.com/,http://www.seltenpharma.com/pressrelease
Semma Therapeutics,http://www.semma-tx.com/,http://www.semma-tx.com/media1
"Senhwa Biosciences, Inc.",http://www.senhwabiosciences.com/our-team/,http://www.senhwabiosciences.com/newsroom-with-search/
Sensorion S.A.,http://www.sensorion-pharma.com/en/,http://www.sensorion-pharma.com/en/investors/press-releases
"Seoul Pharma Co., Ltd.",none,
"Sequel Pharmaceuticals, Inc.",none,
"Sequella, Inc.",http://www.sequella.com/,http://www.sequella.com/media/index.html
"Serina Therapeutics, Inc.",http://serinatherapeutics.com/,http://serinatherapeutics.com/news/#press
Serodus AS,http://www.serodus.com/,http://www.serodus.com/News
"Shanghai Green Valley Pharmaceutical Co., Ltd",none,
"Shenzhen Beike Biotechnology Co., Ltd.",http://beikebiotech.com/,http://beikebiotech.com/news-updates/
Shield Therapeutics,http://www.shieldtherapeutics.com/,http://www.shieldtherapeutics.com/news/
"Shin Poong Pharmaceutical Co., Ltd.",http://www.shinpoong.co.kr/eng/,
Siena Biotech S.p.A.,none,
"SIGA Technologies, Inc.",http://www.siga.com/,http://investor.siga.com/releases.cfm
"Sigma-Tau Pharmaceuticals, Inc.",http://www.sigmatau.com/,http://www.sigmatau.com/about/about_news.asp
Sigma-Tau S.p.A.,http://www.sigmatau.com/,http://www.sigmatau.com/about/about_news.asp
Sihuan Pharmaceutical Holdings Group Ltd.,http://www.sihuanpharm.com/index.php?l=en,http://www.sihuanpharm.com/index.php?a=index&m=Article&id=83&l=en
Silence Therapeutics plc,http://www.silence-therapeutics.com/,http://www.silence-therapeutics.com/investors-media/information-centre/news/
Silenseed Ltd.,http://silenseed.com/,
Sinovac Biotech Ltd.,http://www.sinovac.com/,http://www.sinovac.com/?optionid=754
Sinoxa Pharma GmbH,http://www.sinoxa.eu/imprint.html,
"Sirnaomics, Inc.",http://new.sirnaomics.com/,http://new.sirnaomics.com/
SironRx Therapeutics,none,
"SK Biopharmaceuticals Co., Ltd.",http://www.skbp.com/,http://www.skbp.com/etc/news_list_03.asp
"SK Chemicals Co., Ltd.",http://www.skchemicals.com/,http://www.skchemicals.com/ls/kor/news/newslist.asp
SkyePharma PLC,http://www.skyepharma.com/,http://www.skyepharma.com/investors/press-releases
Solasia Pharma K.K.,http://www.solasia.co.jp/en/,http://www.solasia.co.jp/en/news/index.html
Sol-Gel Technologies,http://www.sol-gel.com/,
"Soligenix, Inc.",http://www.soligenix.com/,http://www.soligenix.com/news-events/
SOM Biotech S.L.,http://www.sombiotech.com/,http://www.sombiotech.com/news-events
"Somnus Therapeutics, Inc.",none,
"Sonexa Therapeutics, Inc.",none,
"Sophiris Bio, Inc.",http://www.sophirisbio.com/,http://investor.sophirisbio.com/releases.cfm
"Sorbent Therapeutics, Inc.",http://sorbent.com/,
"Sound Pharmaceuticals, Inc.",http://soundpharma.com/,http://soundpharma.com/news/
"Spark Therapeutics, LLC",http://sparktx.com/,
"Spectrum Pharmaceuticals, Inc.",http://sppirx.com/,http://investor.sppirx.com/releases.cfm?view=all
"Spero Therapeutics, LLC",https://sperotherapeutics.com/,https://sperotherapeutics.com/news/press-releases/
"Spring Bank Pharmaceuticals, Inc.",http://springbankpharm.com/,http://springbankpharm.com/news/
SRI International,https://www.sri.com/,https://www.sri.com/newsroom/press-releases
St. Jude Children's Research Hospital,https://www.stjude.org/,https://www.stjude.org/media-resources.html
Stallergenes S.A.,http://stallergenesgreer.com/,http://www.stallergenesgreer.com/news
Starpharma Holdings Limited,http://www.starpharma.com/,http://www.starpharma.com/news-room/news_archive
"Stason Pharmaceuticals, Inc.",http://www.stasonpharma.com/,http://www.stasonpharma.com/press-releases/
STC Biologics,http://stcbiologics.com/,http://stcbiologics.com/news/
Stealth Biotherapeutics,http://www.stealthbt.com/,http://www.stealthbt.com/newsroom/
Steba Biotech Ltd.,http://www.stebabiotech.com/,http://www.stebabiotech.com/index.php/Press-Release
"StemCells, Inc.",http://www.stemcellsinc.com/,http://investor.stemcellsinc.com/phoenix.zhtml?c=86230&p=irol-news&nyo=0
"Stemedica Cell Technologies, Inc.",http://www.stemedica.com/,http://www.stemedica.com/press-releases/
StemGen S.p.A.,http://www.stemgen.net/,
Steminent Biotherapeutics Inc.,http://steminent.com/,http://www.steminent.com/company-news/
"Stemline Therapeutics, Inc.",http://www.stemline.com/,http://ir.stemline.com/press-releases
Stempeutics Research Pvt. Ltd.,http://www.stempeutics.com/,http://www.stempeutics.com/media.html
Sterna Biologicals GmbH & Co. KG,http://www.sterna-biologicals.com/,http://www.sterna-biologicals.com/press-releases/
"Sucampo Pharmaceuticals, Inc.",http://www.sucampo.com/,http://ir.sucampo.com/press-releases
"Sumitomo Dainippon Pharma Co., Ltd.",http://www.ds-pharma.com/,http://www.ds-pharma.com/news/index.html
Summit Therapeutics plc,http://www.summitplc.com/,http://www.summitplc.com/media/press-releases/
Sun BioPharma Inc.,http://www.sunbiopharma.com/,http://www.sunbiopharma.com/press-releases/
Sun Pharmaceutical Industries Ltd.,http://www.sunpharma.com/,http://www.sunpharma.com/media/press-releases
"Sunesis Pharmaceuticals, Inc.",http://www.sunesis.com/,http://ir.sunesis.com/phoenix.zhtml?c=194116&p=irol-news&nyo=0
"Supernus Pharmaceuticals, Inc.",http://ir.supernus.com/releases.cfm?view=all,http://ir.supernus.com/releases.cfm?view=all
Suven Life Sciences Ltd,http://suven.com/,http://www.suven.com/news.htm
Swedish Orphan Biovitrum,http://www.sobi.com/,http://www.sobi.com/en/Investors--Media/News/
SymBio Pharmaceuticals Ltd.,http://www.symbiopharma.com/index_e.html,http://www.symbiopharma.com/news_e/index.html
Symbiomix Therapeutics,https://symbiomix.com/,http://www.symbiopharma.com/news_e/index.html
Symphogen A/S,http://www.symphogen.com/,http://www.symphogen.com/news
Symplmed Pharmaceuticals LLC,http://www.symplmed.com/,http://www.symplmed.com/symplmed_newsroom/
Synairgen plc,http://www.synairgen.com/,http://www.synairgen.com/news/press-releases/
"Synchroneuron, Inc.",http://www.synchroneuron.com/,http://www.synchroneuron.com/news-event
"SynCore Biotechnology Co., Ltd",http://www.syncorebio.com/?page=default&lang=us_en,http://www.syncorebio.com/?page=default&lang=us_en
"SynerGene Therapeutics, Inc.",none,
"Synergy Pharmaceuticals, Inc.",http://www.synergypharma.com/,http://www.synergypharma.com/news
"Synthetic Biologics, Inc.",http://www.syntheticbiologics.com/,http://www.syntheticbiologics.com/press-releases
"Synvista Therapeutics, Inc.",none,
Syros Pharmaceuticals,http://syros.com/,http://ir.syros.com/phoenix.zhtml?c=254294&p=irol-news&nyo=0
t2cure GmbH,http://www.t2cure.de/,
T3D Therapeutics Inc.,http://www.t3dtherapeutics.com/,http://www.t3dtherapeutics.com/news-events/
"TaiGen Biotechnology Co., Ltd.",http://www.taigenbiotech.com.tw/,http://www.taigenbiotech.com.tw/News/1
TaiMed Biologics,http://www.taimedbiologics.com/en/default.aspx,http://www.taimedbiologics.com/en/news-list-1.aspx
"Taisho Pharmaceutical Co., Ltd.",http://www.taisho.co.jp/en/,http://www.taisho.co.jp/en/company/release/
"Taiwan Biotech Co., Ltd.",http://www.sintong.com/en_news.php,http://www.sintong.com/en_news.php
"Taiwan Liposome Company, Ltd.",http://www.tlcbio.com/en-global/,http://www.tlcbio.com/en-global/MediaDownload/media_download/Pager/1
Takara Bio Inc.,http://www.takara-bio.com/,http://www.takara-bio.com/release/?cat=24
"Tamir Biotechnology, Inc.",http://tamirbio.com/,http://tamirbio.com/news/
TapImmune Inc.,http://tapimmune.com/,http://tapimmune.com/news-events/?term=4&orderby=date&order=DESC
"Targazyme, Inc.",http://targazyme.com/,http://targazyme.com/news/
Targovax AS,http://www.targovax.com/,http://www.targovax.com/news
"Tarsa Therapeutics, Inc.",http://tarsatherapeutics.com/,http://tarsatherapeutics.com/news-events/news/
"Tarveda Therapeutics, Inc.",http://www.tarveda.com/,http://www.tarveda.com/press.html
TauRx Therapeutics Ltd.,http://taurx.com/,http://taurx.com/press-releases/
Taxis Pharmaceuticals,http://taxispharma.com/,http://taxispharma.com/news/
"TCA Cellular Therapy, LLC",none,
TCM Biotech International Corp,http://www.trpma.org.tw/index.php/en/,http://www.trpma.org.tw/index.php/en/news-en
TD Vaccines A/S,none,
TeaRx,http://www.tearx.ru/?lang=en,http://www.tearx.ru/?page_id=28&lang=en
Teclison Ltd.,http://www.cheerypharma.com/English.html,
Telesso Technologies Ltd.,none,
Telormedix SA,none,
"Tenax Therapeutics, Inc.",http://www.tenaxthera.com/,http://investors.tenaxthera.com/TENX/press_releases?template=pr_date_above_only_release&per_page=15&years_pagination=1
"Tesaro, Inc.",http://www.tesarobio.com/,http://ir.tesarobio.com/releases.cfm
"TesoRx Pharma, LLC.",http://www.tesorx.com/,http://www.tesorx.com/news-media
TetraLogic Pharmaceuticals,http://ir.tetralogicpharma.com/,
"Tetraphase Pharmaceuticals, Inc.",http://tphase.com/,http://ir.tphase.com/releases.cfm?view=all
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com/,http://ir.tevapharm.com/phoenix.zhtml?c=73925&p=irol-news
"TG Therapeutics, Inc.",http://tgtherapeutics.com/,http://ir.tgtherapeutics.com/releases.cfm
"Thar Pharmaceuticals, Inc.",http://www.tharpharma.com/,
The Medicines Company,http://www.themedicinescompany.com/,http://www.themedicinescompany.com/investors/press_releases
Themis Bioscience GmbH,http://themisbio.com/,http://themisbio.com/news
"Theraclone Sciences, Inc.",http://www.theraclone-sciences.com/home.php,http://www.theraclone-sciences.com/press.php
"Theracos, Inc.",http://www.theracos.com/,
TheraMAB LLC,http://theramab.ru/en,http://theramab.ru/en/news
"Therapeutic Proteins International, LLC",http://adellobio.com/,http://adellobio.com/news/
"TherapeuticsMD, Inc.",https://www.therapeuticsmd.com/,http://ir.therapeuticsmd.com/phoenix.zhtml?c=60779&p=irol-news&nyo=0
Theratechnologies Inc.,http://theratech.com/,http://theratech.com/en/content/press-releases
"Theravance Biopharma, Inc.",http://www.theravance.com/home,http://investor.theravance.com/releases.cfm
"TheraVasc, Inc.",http://theravasc.com/,http://theravasc.com/news/
Theravectys S.A.,http://www.theravectys.com/,http://www.theravectys.com/press-releases/
"Theron Pharmaceuticals, Inc.",http://theronpharma.com/,
"Thesan Pharmaceuticals, Inc.",http://thesanpharma.com/,http://www.thesanpharma.com/news.html
TheVax Genetics Vaccine Co. Ltd.,http://www.thevaxgenetics.com/,http://www.thevaxgenetics.com/news-2/
"Threshold Pharmaceuticals, Inc.",http://www.thresholdpharm.com/,http://investor.thresholdpharm.com/events.cfm
ThromboGenics NV,http://thrombogenics.com/,http://thrombogenics.com/news-events/latest-press-releases/
Thrombotargets Corp,http://www.thrombotargets.com/,http://www.thrombotargets.com/news-and-events/
TiGenix NV,http://www.tigenix.com/,http://www.tigenix.com/en/pages/11/news
TikoMed AB,http://tikomed.com/,http://tikomed.com/news/
"TissueGene, Inc.",http://tissuegene.com/,https://www.tissuegene.com/news/releases.html
Tiziana Life Sciences plc,http://www.tizianalifesciences.com/Welcome_to_Tiziana.html,http://www.tizianalifesciences.com/News_%26_Events.html
"Tobira Therapeutics, Inc.",http://www.tobiratx.com/,http://ir.tobiratx.com/releases.cfm
"Tocagen, Inc.",http://tocagen.com/,http://tocagen.com/investors-news/press-release/
"Tokai Pharmaceuticals, Inc.",http://tokaipharmaceuticals.com/,http://investors.tokaipharmaceuticals.com/phoenix.zhtml?c=252857&p=irol-news&nyo=0
"Tolera Therapeutics, Inc.",http://www.tolera.com/,
"Tolerion, Inc.",http://www.tolerioninc.com/,
"Tolero Pharmaceuticals, Inc.",http://toleropharmaceuticals.com/,http://toleropharmaceuticals.com/press.html
"Tolerx, Inc.",none,
"TOLMAR, Inc.",http://tolmar.com/,http://tolmar.com/about-us/news/
"Topica Pharmaceuticals, Inc.",none,
"Toray Industries, Inc.",http://www.toray.com/,http://www.toray.com/news/archive/index.html
"Torii Pharmaceutical Co., Ltd.",http://www.torii.co.jp/en/index.html,http://www.torii.co.jp/en/release/
Torrent Pharmaceuticals Ltd.,http://torrentpharma.com/,http://www.torrentpharma.com/news_media.php
"Toyama Chemical Co., Ltd.",http://www.toyama-chemical.co.jp/en/index.html,http://www.toyama-chemical.co.jp/en/index.html
"Tragara Pharmaceuticals, Inc.",http://www.tragarapharma.com/,
Transgene S.A.,http://www.transgene.fr/,http://www.transgene.fr/?page_id=10788#press-releases
Transition Therapeutics Inc.,http://www.transitiontherapeutics.com/,http://www.transitiontherapeutics.com/media/news.php
"TransMolecular, Inc.",none,
Treague Ltd.,none,
"Trek Therapeutics, PBC",http://trektx.com/,http://trektx.com/news/
"Trevena, Inc.",http://www.trevena.com/,http://www.trevena.com/news.php
Treventis Corporation,http://www.treventis.com/,http://www.treventis.com/
"Trevi Therapeutics, Inc.",http://trevitherapeutics.com/,http://www.trevitherapeutics.com/news/pr
Triax Pharmaceuticals,none,
"Trigemina, Inc.",http://trigemina.com/,http://trigemina.com/category/press-releases/
Trio Medicines Ltd.,http://www.triomedicines.com/,
TRION Pharma GmbH,http://www.trionresearch.com/,
Tris Pharma,http://www.trispharma.com/,http://www.trispharma.com/news
"True North Therapeutics, Inc.",http://www.truenorthrx.com/,http://www.truenorthrx.com/news-events/press-releases/
"TVAX Biomedical, LLC",http://tvaxbiomedical.com/,http://www.tvaxbiomedical.com/in-the-news.shtml
